"group_id"	"tissue_fov"	"IT.Treatment.before.collection"	"lasso_final"	"Source"
"RCC5-5_None_Non-classical monocyte_Tumor"	"RCC5-5"	"None"	"Non-classical monocyte"	"Tumor"
"RCC5-5_None_Proximal tubule_Tumor"	"RCC5-5"	"None"	"Proximal tubule"	"Tumor"
"RCC5-5_None_Regulatory T cell_Tumor"	"RCC5-5"	"None"	"Regulatory T cell"	"Tumor"
"RCC5-5_None_Tumor_Tumor"	"RCC5-5"	"None"	"Tumor"	"Tumor"
"RCC5-5_None_Vasa recta endothelium_Tumor"	"RCC5-5"	"None"	"Vasa recta endothelium"	"Tumor"
"RCC5-6_None_B cell_Stroma"	"RCC5-6"	"None"	"B cell"	"Stroma"
"RCC5-6_None_Capillary endothelium_Stroma"	"RCC5-6"	"None"	"Capillary endothelium"	"Stroma"
"RCC5-6_None_CD8 T cell_Stroma"	"RCC5-6"	"None"	"CD8 T cell"	"Stroma"
"RCC5-6_None_Classical monocyte_Stroma"	"RCC5-6"	"None"	"Classical monocyte"	"Stroma"
"RCC5-6_None_Collecting duct cell_Stroma"	"RCC5-6"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-6_None_Fibroblast_Stroma"	"RCC5-6"	"None"	"Fibroblast"	"Stroma"
"RCC5-6_None_gdT cell_Stroma"	"RCC5-6"	"None"	"gdT cell"	"Stroma"
"RCC5-6_None_Glomerular endothelium_Stroma"	"RCC5-6"	"None"	"Glomerular endothelium"	"Stroma"
"RCC5-6_None_M2 macrophage (CD163)_Stroma"	"RCC5-6"	"None"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-6_None_Mast cell_Stroma"	"RCC5-6"	"None"	"Mast cell"	"Stroma"
"RCC5-6_None_Myeloid DC_Stroma"	"RCC5-6"	"None"	"Myeloid DC"	"Stroma"
"RCC5-6_None_Myofibroblast_Stroma"	"RCC5-6"	"None"	"Myofibroblast"	"Stroma"
"RCC5-6_None_Naive B cell_Stroma"	"RCC5-6"	"None"	"Naive B cell"	"Stroma"
"RCC5-6_None_Naive CD4 T cell_Stroma"	"RCC5-6"	"None"	"Naive CD4 T cell"	"Stroma"
"RCC5-6_None_Naive T cell_Stroma"	"RCC5-6"	"None"	"Naive T cell"	"Stroma"
"RCC5-6_None_Neutrophil_Stroma"	"RCC5-6"	"None"	"Neutrophil"	"Stroma"
"RCC5-6_None_NK cell_Stroma"	"RCC5-6"	"None"	"NK cell"	"Stroma"
"RCC5-6_None_Non-classical monocyte_Stroma"	"RCC5-6"	"None"	"Non-classical monocyte"	"Stroma"
"RCC5-6_None_Pelvic epithelium_Stroma"	"RCC5-6"	"None"	"Pelvic epithelium"	"Stroma"
"RCC5-6_None_Plasmacytoid dendritic cell_Stroma"	"RCC5-6"	"None"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-6_None_Podocyte_Stroma"	"RCC5-6"	"None"	"Podocyte"	"Stroma"
"RCC5-6_None_Proximal tubule_Stroma"	"RCC5-6"	"None"	"Proximal tubule"	"Stroma"
"RCC5-6_None_Regulatory T cell_Stroma"	"RCC5-6"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-6_None_Tumor_Stroma"	"RCC5-6"	"None"	"Tumor"	"Stroma"
"RCC5-6_None_Vasa recta endothelium_Stroma"	"RCC5-6"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-7_None_B cell_Tumor"	"RCC5-7"	"None"	"B cell"	"Tumor"
"RCC5-7_None_Capillary endothelium_Tumor"	"RCC5-7"	"None"	"Capillary endothelium"	"Tumor"
"RCC5-7_None_CD8 T cell_Tumor"	"RCC5-7"	"None"	"CD8 T cell"	"Tumor"
"RCC5-7_None_Collecting duct cell_Tumor"	"RCC5-7"	"None"	"Collecting duct cell"	"Tumor"
"RCC5-7_None_Epithelial progenitor cell_Tumor"	"RCC5-7"	"None"	"Epithelial progenitor cell"	"Tumor"
"RCC5-7_None_Fibroblast_Tumor"	"RCC5-7"	"None"	"Fibroblast"	"Tumor"
"RCC5-7_None_gdT cell_Tumor"	"RCC5-7"	"None"	"gdT cell"	"Tumor"
"RCC5-7_None_Intermediate monocyte_Tumor"	"RCC5-7"	"None"	"Intermediate monocyte"	"Tumor"
"RCC5-7_None_M1 Macrophage (STAT1)_Tumor"	"RCC5-7"	"None"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-7_None_M2 macrophage (CD163)_Tumor"	"RCC5-7"	"None"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-7_None_Mast cell_Tumor"	"RCC5-7"	"None"	"Mast cell"	"Tumor"
"RCC5-7_None_Myeloid DC_Tumor"	"RCC5-7"	"None"	"Myeloid DC"	"Tumor"
"RCC5-7_None_Myofibroblast_Tumor"	"RCC5-7"	"None"	"Myofibroblast"	"Tumor"
"RCC5-7_None_Naive B cell_Tumor"	"RCC5-7"	"None"	"Naive B cell"	"Tumor"
"RCC5-7_None_Naive CD4 T cell_Tumor"	"RCC5-7"	"None"	"Naive CD4 T cell"	"Tumor"
"RCC5-7_None_Naive T cell_Tumor"	"RCC5-7"	"None"	"Naive T cell"	"Tumor"
"RCC5-7_None_Neutrophil_Tumor"	"RCC5-7"	"None"	"Neutrophil"	"Tumor"
"RCC5-7_None_NK cell_Tumor"	"RCC5-7"	"None"	"NK cell"	"Tumor"
"RCC5-7_None_Non-classical monocyte_Tumor"	"RCC5-7"	"None"	"Non-classical monocyte"	"Tumor"
"RCC5-7_None_Pelvic epithelium_Tumor"	"RCC5-7"	"None"	"Pelvic epithelium"	"Tumor"
"RCC5-7_None_Plasmacytoid dendritic cell_Tumor"	"RCC5-7"	"None"	"Plasmacytoid dendritic cell"	"Tumor"
"RCC5-7_None_Possibly Mid-Rep (Misc. Cells)_Tumor"	"RCC5-7"	"None"	"Possibly Mid-Rep (Misc. Cells)"	"Tumor"
"RCC5-7_None_Proximal tubule_Tumor"	"RCC5-7"	"None"	"Proximal tubule"	"Tumor"
"RCC5-7_None_Regulatory T cell_Tumor"	"RCC5-7"	"None"	"Regulatory T cell"	"Tumor"
"RCC5-7_None_Tumor_Tumor"	"RCC5-7"	"None"	"Tumor"	"Tumor"
"RCC5-7_None_Vasa recta endothelium_Tumor"	"RCC5-7"	"None"	"Vasa recta endothelium"	"Tumor"
"RCC5-8_None_B cell_Stroma"	"RCC5-8"	"None"	"B cell"	"Stroma"
"RCC5-8_None_Capillary endothelium_Stroma"	"RCC5-8"	"None"	"Capillary endothelium"	"Stroma"
"RCC5-8_None_CD8 T cell_Stroma"	"RCC5-8"	"None"	"CD8 T cell"	"Stroma"
"RCC5-8_None_Collecting duct cell_Stroma"	"RCC5-8"	"None"	"Collecting duct cell"	"Stroma"
"RCC5-8_None_Epithelial progenitor cell_Stroma"	"RCC5-8"	"None"	"Epithelial progenitor cell"	"Stroma"
"RCC5-8_None_Fibroblast_Stroma"	"RCC5-8"	"None"	"Fibroblast"	"Stroma"
"RCC5-8_None_gdT cell_Stroma"	"RCC5-8"	"None"	"gdT cell"	"Stroma"
"RCC5-8_None_Intermediate monocyte_Stroma"	"RCC5-8"	"None"	"Intermediate monocyte"	"Stroma"
"RCC5-8_None_M1 Macrophage (STAT1)_Stroma"	"RCC5-8"	"None"	"M1 Macrophage (STAT1)"	"Stroma"
"RCC5-8_None_M2 macrophage (CD163)_Stroma"	"RCC5-8"	"None"	"M2 macrophage (CD163)"	"Stroma"
"RCC5-8_None_Mast cell_Stroma"	"RCC5-8"	"None"	"Mast cell"	"Stroma"
"RCC5-8_None_Myeloid DC_Stroma"	"RCC5-8"	"None"	"Myeloid DC"	"Stroma"
"RCC5-8_None_Myofibroblast_Stroma"	"RCC5-8"	"None"	"Myofibroblast"	"Stroma"
"RCC5-8_None_Naive B cell_Stroma"	"RCC5-8"	"None"	"Naive B cell"	"Stroma"
"RCC5-8_None_Naive CD4 T cell_Stroma"	"RCC5-8"	"None"	"Naive CD4 T cell"	"Stroma"
"RCC5-8_None_Naive T cell_Stroma"	"RCC5-8"	"None"	"Naive T cell"	"Stroma"
"RCC5-8_None_Neutrophil_Stroma"	"RCC5-8"	"None"	"Neutrophil"	"Stroma"
"RCC5-8_None_NK cell_Stroma"	"RCC5-8"	"None"	"NK cell"	"Stroma"
"RCC5-8_None_Non-classical monocyte_Stroma"	"RCC5-8"	"None"	"Non-classical monocyte"	"Stroma"
"RCC5-8_None_Pelvic epithelium_Stroma"	"RCC5-8"	"None"	"Pelvic epithelium"	"Stroma"
"RCC5-8_None_Plasmacytoid dendritic cell_Stroma"	"RCC5-8"	"None"	"Plasmacytoid dendritic cell"	"Stroma"
"RCC5-8_None_Principal cell_Stroma"	"RCC5-8"	"None"	"Principal cell"	"Stroma"
"RCC5-8_None_Proximal tubule_Stroma"	"RCC5-8"	"None"	"Proximal tubule"	"Stroma"
"RCC5-8_None_Regulatory T cell_Stroma"	"RCC5-8"	"None"	"Regulatory T cell"	"Stroma"
"RCC5-8_None_Tumor_Stroma"	"RCC5-8"	"None"	"Tumor"	"Stroma"
"RCC5-8_None_Vasa recta endothelium_Stroma"	"RCC5-8"	"None"	"Vasa recta endothelium"	"Stroma"
"RCC5-9_None_B cell_Tumor"	"RCC5-9"	"None"	"B cell"	"Tumor"
"RCC5-9_None_Capillary endothelium_Tumor"	"RCC5-9"	"None"	"Capillary endothelium"	"Tumor"
"RCC5-9_None_CD8 T cell_Tumor"	"RCC5-9"	"None"	"CD8 T cell"	"Tumor"
"RCC5-9_None_Collecting duct cell_Tumor"	"RCC5-9"	"None"	"Collecting duct cell"	"Tumor"
"RCC5-9_None_Fibroblast_Tumor"	"RCC5-9"	"None"	"Fibroblast"	"Tumor"
"RCC5-9_None_M1 Macrophage (STAT1)_Tumor"	"RCC5-9"	"None"	"M1 Macrophage (STAT1)"	"Tumor"
"RCC5-9_None_M2 macrophage (CD163)_Tumor"	"RCC5-9"	"None"	"M2 macrophage (CD163)"	"Tumor"
"RCC5-9_None_Myeloid DC_Tumor"	"RCC5-9"	"None"	"Myeloid DC"	"Tumor"
"RCC5-9_None_Myofibroblast_Tumor"	"RCC5-9"	"None"	"Myofibroblast"	"Tumor"
"RCC5-9_None_Naive CD4 T cell_Tumor"	"RCC5-9"	"None"	"Naive CD4 T cell"	"Tumor"
"RCC5-9_None_Naive T cell_Tumor"	"RCC5-9"	"None"	"Naive T cell"	"Tumor"
"RCC5-9_None_Neutrophil_Tumor"	"RCC5-9"	"None"	"Neutrophil"	"Tumor"
"RCC5-9_None_NK cell_Tumor"	"RCC5-9"	"None"	"NK cell"	"Tumor"
"RCC5-9_None_Non-classical monocyte_Tumor"	"RCC5-9"	"None"	"Non-classical monocyte"	"Tumor"
"RCC5-9_None_Pelvic epithelium_Tumor"	"RCC5-9"	"None"	"Pelvic epithelium"	"Tumor"
"RCC5-9_None_Proximal tubule_Tumor"	"RCC5-9"	"None"	"Proximal tubule"	"Tumor"
"RCC5-9_None_Regulatory T cell_Tumor"	"RCC5-9"	"None"	"Regulatory T cell"	"Tumor"
"RCC5-9_None_Tumor_Tumor"	"RCC5-9"	"None"	"Tumor"	"Tumor"
"RCC5-9_None_Vasa recta endothelium_Tumor"	"RCC5-9"	"None"	"Vasa recta endothelium"	"Tumor"
